"Titolo","Rivista","Data"
"[CONTAIN: An open-source shipping container laboratory optimised for automated COVID-19 diagnostics](https://doi.org/10.1101/2020.05.20.106625)","bioRxiv","2020-05-23"
"[COVID-19 Infection Forecasting based on Deep Learning in Iran](https://doi.org/10.1101/2020.05.16.20104182)","medRxiv","2020-05-21"
"[COVID-19 Propagation and Mortality in a Two-Part Population](https://doi.org/10.1101/2020.05.17.20104356)","medRxiv","2020-05-21"
"[COVID-19 countermeasures, Major League Baseball, and the home field advantage: Simulating the 2020 season using logit regression and a neural network](https://doi.org/10.12688/f1000research.23694.1)","F1000Res","2020-05-21"
"[COVID-19 death rates by age and sex and the resulting mortality vulnerability of countries and regions in the world](https://doi.org/10.1101/2020.05.17.20097410)","medRxiv","2020-05-21"
"[COVID-19 in England: spatial patterns and regional outbreaks](https://doi.org/10.1101/2020.05.15.20102715)","medRxiv","2020-05-21"
"[COVID-19 in London, a Case Series Demonstrating Late Improvement in Survivors](https://doi.org/10.1101/2020.05.16.20103853)","medRxiv","2020-05-21"
"[COVID-19 in Uganda: Predicting the impact of the disease and public health response on disease burden](https://doi.org/10.1101/2020.05.14.20102202)","medRxiv","2020-05-21"
"[COVID-19: Impact of early decision and type of lock-down over the spread of the virus](https://doi.org/10.21203/rs.3.rs-29613/v1)","Research Square","2020-05-21"
"[COVID-19: Spatial Analysis of Hospital Case-Fatality Rate in France](https://doi.org/10.1101/2020.05.16.20104026)","medRxiv","2020-05-21"
"[COVID-19; Systematic and literature review of transmission, case definitions, clinical management and clinical trials.](https://doi.org/10.1101/2020.05.14.20102475)","medRxiv","2020-05-21"
"[Can Obesity Prevalence Explain COVID-19 Indicators (Cases, Mortality and Recovery)? A Comparative Study in OECD Countries](https://doi.org/10.21203/rs.3.rs-29504/v1)","Research Square","2020-05-21"
"[Causal Modeling of Twitter Activity During COVID-19](https://doi.org/10.1101/2020.05.16.20103903)","medRxiv","2020-05-21"
"[Changing trends of excess self-protective behavior, and association with belief in prevention myths during the COVID-19 epidemic in China: A panel study](https://doi.org/10.1101/2020.05.18.20102434)","medRxiv","2020-05-21"
"[Clinical And Analytical Performance Of An Automated Serological Test That Identifies S1/S2 Neutralizing IgG In Covid-19 Patients Semiquantitatively](https://doi.org/10.1101/2020.05.19.105445)","bioRxiv","2020-05-22"
"[Comparative Analysis of the Application of Behavioural Insights of 33 Worldwide Governments on the Landing Pages of their COVID-19 Official Websites and their Impact on the Growth Scale of the Pandemic](https://doi.org/10.1101/2020.05.15.20103424)","medRxiv","2020-05-21"
"[Correlation between immunity from BCG and the morbidity and mortality of COVID-19](https://doi.org/10.21203/rs.3.rs-29399/v1)","Research Square","2020-05-21"
"[Data-driven analysis on the simulations of the spread of COVID-19 under different interventions of China](https://doi.org/10.1101/2020.05.15.20103051)","medRxiv","2020-05-21"
"[Deep sequencing of B cell receptor repertoires from COVID-19 patients reveals strong convergent immune signatures](https://doi.org/10.1101/2020.05.20.106294)","bioRxiv","2020-05-22"
"[Depression and loneliness during COVID-19 restrictions in the United States, and their associations with frequency of social and sexual connections](https://doi.org/10.1101/2020.05.18.20101840)","medRxiv","2020-05-21"
"[Development and validation of chest CT-based imaging biomarkers for early stage COVID-19 screening](https://doi.org/10.1101/2020.05.15.20103473)","medRxiv","2020-05-21"
"[Diagnostics and Monitoring of COVID-19 Infection – Current Understanding](https://doi.org/10.20944/preprints202005.0316.v1)","Preprints.org","2020-05-21"
"[Differential Effects of Intervention Timing on COVID-19 Spread in the United States](https://doi.org/10.1101/2020.05.15.20103655)","medRxiv","2020-05-21"
"[Drug Repurposing for COVID-19 from FDA Approved and Experiment Stage Drugs by in Silico Methods with SARS CoV-2 Spike Protein](https://doi.org/10.26434/chemrxiv.12324980.v1)","ChemRxiv","2020-05-21"
"[Early assessment of knowledge, attitudes, anxiety and behavioral adaptations of Connecticut residents to COVID-19](https://doi.org/10.1101/2020.05.18.20082073)","medRxiv","2020-05-21"
"[Estimating the cost-of-illness associated with the COVID-19 outbreak in China from January to March 2020](https://doi.org/10.1101/2020.05.15.20102863)","medRxiv","2020-05-21"
"[Evaluate the timing of resumption of business for the states of New York, New Jersey, and California via a pre-symptomatic and asymptomatic transmission model of COVID-19](https://doi.org/10.1101/2020.05.16.20103747)","medRxiv","2020-05-21"
"[Feasibility of non-invasive nitric oxide inhalation in acute hypoxic respiratory failure: potential role during the COVID-19 pandemic](https://doi.org/10.1101/2020.05.17.20082123)","medRxiv","2020-05-21"
"[Feeling Like It Is Time to Reopen Now? COVID-19 New Normal Scenarios Based on Reopening Sentiment Analytics](https://doi.org/10.20944/preprints202005.0318.v1)","Preprints.org","2020-05-21"
"[Global Analysis of an SEIRS Model for COVID-19 Capturing Saturated Incidence with Treatment Response](https://doi.org/10.1101/2020.05.15.20103630)","medRxiv","2020-05-21"
"[Hyperpyrexia leading to death in a patient with severe COVID-19 disease](https://doi.org/10.1101/2020.05.18.20097220)","medRxiv","2020-05-21"
"[IL6 inhibition in critically ill COVID-19 patients is associated with increased secondary infections](https://doi.org/10.1101/2020.05.15.20103531)","medRxiv","2020-05-21"
"[Intra-host Variation and Evolutionary Dynamics of SARS-CoV-2 Population in COVID-19 Patients](https://doi.org/10.1101/2020.05.20.103549)","bioRxiv","2020-05-22"
"[Inverse correlation between average monthly high temperatures and COVID-19-related death rates in different geographical areas.](https://doi.org/10.21203/rs.3.rs-29039/v1)","Research Square","2020-05-21"
"[Is Nigeria really on top of COVID-19? Message from effective reproduction number](https://doi.org/10.1101/2020.05.16.20104471)","medRxiv","2020-05-21"
"[Kidney and Lung ACE2 expression after an ACE inhibitor or an Ang II receptor blocker: implications for COVID-19](https://doi.org/10.1101/2020.05.20.106658)","bioRxiv","2020-05-22"
"[Laboratory features in severe vs. non-severe COVID-19 patients, a systematic review and meta-analysis](https://doi.org/10.21203/rs.3.rs-29435/v1)","Research Square","2020-05-21"
"[Metamorphosis of COVID-19 Pandemic](https://doi.org/10.1101/2020.05.17.20073189)","medRxiv","2020-05-21"
"[Modeling the Effects of Non-Pharmaceutical Interventions on COVID-19 Spread in Kenya](https://doi.org/10.1101/2020.05.14.20102087)","medRxiv","2020-05-21"
"[Modes of transmission of COVID-19 outbreak- a mathematical study](https://doi.org/10.1101/2020.05.16.20104315)","medRxiv","2020-05-21"
"[Monitoring the evolution of the COVID-19 pandemic in China, South Korea, Italy and USA through the net relative rate of infection of the total number of confirmed cases](https://doi.org/10.1101/2020.05.15.20103259)","medRxiv","2020-05-21"
"[Multimodal Physical Therapy Approach on Depression, Anxiety, Stress and Quality of Life in Subject with Home Quarantine for COVID-19 Pandemic Attack- A Case Study From India](https://doi.org/10.21203/rs.3.rs-28632/v1)","Research Square","2020-05-21"
"[On two cases of atypical respiratory distress in eastern Democratic Republic of the Congo months before the COVID-19 pandemic was declared. Could SARS-Cov-2 have been already spreading? Case report](https://doi.org/10.21203/rs.3.rs-29541/v1)","Research Square","2020-05-21"
"[Ostavimir is ineffective against COVID-19: in silico assessment, in vitro and retrospective study](https://doi.org/10.1101/2020.05.15.20102392)","medRxiv","2020-05-21"
"[Pathways and microRNAs bioinformatics analyses identifying possible existing therapeutics for COVID-19 treatment](https://doi.org/10.21203/rs.3.rs-29446/v1)","Research Square","2020-05-21"
"[People Behavior Changes in China during COVID-19 Pandemic](https://doi.org/10.1101/2020.05.15.20097667)","medRxiv","2020-05-22"
"[Performance of progressive and adaptive COVID-19 exit strategies: a stress test analysis for managing intensive care unit rates](https://doi.org/10.1101/2020.05.16.20102947)","medRxiv","2020-05-21"
"[Predicting the COVID-19 positive cases in India with concern to Lockdown by using Mathematical and Machine Learning based Models](https://doi.org/10.1101/2020.05.16.20104133)","medRxiv","2020-05-21"
"[Prediction of the virus incubation period for COVID-19 and future outbreaks](https://doi.org/10.1101/2020.05.19.104513)","bioRxiv","2020-05-22"
"[Preliminary evaluation of COVID-19 disease outcomes, test capacities and management approaches among African countries.](https://doi.org/10.1101/2020.05.16.20103838)","medRxiv","2020-05-21"
"[Preventive behavior of Vietnamese people in response to the COVID-19 pandemic](https://doi.org/10.1101/2020.05.14.20102418)","medRxiv","2020-05-21"
"[Prognostic Value of Baseline Clinical and HRCT Findings in 101 Patients with Severe COVID-19 in Wuhan, China](https://doi.org/10.21203/rs.3.rs-27790/v1)","Research Square","2020-05-21"
"[Repurposing the Natural Compound for Antiviral During an Epidemic -a Case Study on the Drug Repurpose of Natural Compounds to Treat COVID-19](https://doi.org/10.26434/chemrxiv.12326399.v1)","ChemRxiv","2020-05-21"
"[Serum Mycoplasma Pneumoniae IgG in COVID-19: A Protective Factor](https://doi.org/10.21203/rs.3.rs-27778/v1)","Research Square","2020-05-21"
"[Similar incidence of Coronavirus Disease 2019 (COVID-19) in patients with rheumatic diseases with and without hydroxychloroquine therapy](https://doi.org/10.1101/2020.05.16.20104141)","medRxiv","2020-05-21"
"[Social heterogeneity and the COVID-19 lockdown in a multi-group SEIR model](https://doi.org/10.1101/2020.05.15.20103010)","medRxiv","2020-05-21"
"[Statistical Modeling of COVID-19 Pandemic Stages Worldwide](https://doi.org/10.20944/preprints202005.0319.v1)","Preprints.org","2020-05-21"
"[Super spreader cohorts and covid-19](https://doi.org/10.1101/2020.05.15.20103184)","medRxiv","2020-05-21"
"[THE ROLE OF POINT-OF-CARE ULTRASONOGRAPHY IN THE INITIAL CHARACTERIZATION OF COVID-19 PATIENTS: RESULTS FROM A PROSPECTIVE MULTICENTRIC STUDY.](https://doi.org/10.1101/2020.05.15.20103333)","medRxiv","2020-05-21"
"[The Characteristics of Laboratory Tests at Admission and the Risk Factors for Adverse Clinical Outcomes of Severe and Critical COVID-19](https://doi.org/10.21203/rs.3.rs-24018/v1)","Research Square","2020-05-21"
"[The common concerns regarding the COVID-19 outbreak in Iran: Explored findings from a qualitative study](https://doi.org/10.21203/rs.3.rs-26575/v1)","Research Square","2020-05-21"
"[The impact of physical distancing measures against COVID-19 transmission on contacts and mixing patterns in the Netherlands: repeated cross-sectional surveys](https://doi.org/10.1101/2020.05.18.20101501)","medRxiv","2020-05-21"
"[The potential impact of the COVID-19 pandemic on tuberculosis: a modelling analysis](https://doi.org/10.1101/2020.05.16.20104075)","medRxiv","2020-05-21"
"[The role of age distribution, time lag between reporting and death and healthcare system capacity on case fatality estimates of COVID-19](https://doi.org/10.1101/2020.05.16.20104117)","medRxiv","2020-05-21"
"[Time series forecasting of COVID-19 confirmed cases with ARIMA model in the South East Asian countries of India and Thailand: a comparative case study](https://doi.org/10.1101/2020.05.16.20103895)","medRxiv","2020-05-21"
"[Trust, threats, and consequences of the COVID-19 pandemic in Norway and Sweden: A comparative survey](https://doi.org/10.1101/2020.05.16.20089953)","medRxiv","2020-05-21"
"[Using the SARS Infection Transcriptional Signature to Identify Potential Treatments for Covid-19](https://doi.org/10.26434/chemrxiv.12327554.v1)","ChemRxiv","2020-05-21"
"[Virtual Screening Enabled Selection of Antiviral Agents Against Covid-19 Disease Targeting Coronavirus Endoribonuclease NendoU: Plausible Mechanistic Interventions in the Treatment of New Virus Strain](https://doi.org/10.26434/chemrxiv.12198966.v2)","ChemRxiv","2020-05-21"
"[Who is lonely in lockdown? Cross-cohort analyses of predictors of loneliness before and during the COVID-19 pandemic](https://doi.org/10.1101/2020.05.14.20101360)","medRxiv","2020-05-21"
"[A Case for Montelukast in COVID-19: The use of Computational Docking to estimate the effects of Montelukast on potential viral main protease catalytic site](https://doi.org/10.21203/rs.3.rs-27079/v1)","Research Square","2020-05-22"
"[A Machine Learning Solution Framework for Combatting COVID-19 in Smart Cities from Multiple Dimensions](https://doi.org/10.1101/2020.05.18.20105577)","medRxiv","2020-05-22"
"[A New Deep Learning Pipeline to Detect Covid-19 on Chest X-Ray Images using Local Binary Pattern, Dual Tree Complex Wavelet Transform and Convolutional Neural Networks](https://doi.org/10.21203/rs.3.rs-30426/v1)","Research Square","2020-05-22"
"[A New Predictor of Disease Severity in Patients with COVID-19 in Wuhan, China](https://doi.org/10.21203/rs.3.rs-29566/v1)","Research Square","2020-05-22"
"[A New Radiomic Study on Lung CT Images of Patients with Covid-19 using LBP and Deep Learning (Convolutional Neural Networks (CNN))](https://doi.org/10.21203/rs.3.rs-30427/v1)","Research Square","2020-05-22"
"[A blood-based comprehensive and systems-level analysis of disease stages, immune regulation and symptoms in COVID-19 patients](https://doi.org/10.21203/rs.3.rs-30473/v1)","Research Square","2020-05-22"
"[A data-driven method to detect the flattening of the COVID-19 pandemic curve and estimating its ending life-cycle using only the time-series of new cases per day.](https://doi.org/10.1101/2020.05.15.20103374)","medRxiv","2020-05-23"
"[A spatial model to optimise predictions of COVID-19 incidence risk in Belgium using symptoms as reported in a large-scale online survey](https://doi.org/10.1101/2020.05.18.20105627)","medRxiv","2020-05-22"
"[A structured model for COVID-19 spread: modelling age and healthcare inequities](https://doi.org/10.1101/2020.05.17.20104976)","medRxiv","2020-05-22"
"[Abnormal immunity of non-survivors with COVID-19: predictors for mortality](https://doi.org/10.21203/rs.3.rs-30424/v1)","Research Square","2020-05-22"
